title,dosage_form,manufacturer,strength,price,url
Powersol,IV Infusion,General Pharmaceuticals Ltd.,5%,"500 ml bottle :
            
                                    ৳ 351.06",https://medex.com.bd/brands/14779/powersol-5
PPI,Capsule (Delayed Release),ACME Laboratories Ltd.,20 mg,Unit Price : ৳ 5.01,https://medex.com.bd/brands/1924/ppi-20mg
PPI,Capsule (Delayed Release),ACME Laboratories Ltd.,40 mg,Unit Price : ৳ 8.03,https://medex.com.bd/brands/1925/ppi-40mg
PPI,IV Injection,ACME Laboratories Ltd.,40 mg/vial,"40 mg vial :
            
                                    ৳ 90.00",https://medex.com.bd/brands/1926/ppi-40mg
Pradaxa,Capsule,Radiant Pharmaceuticals Ltd.,110 mg,Unit Price : ৳ 95.00,https://medex.com.bd/brands/30009/pradaxa-110mg
Pradaxa,Capsule,Radiant Pharmaceuticals Ltd.,150 mg,Unit Price : ৳ 95.00,https://medex.com.bd/brands/30010/pradaxa-150mg
Pradox,IV Injection or Infusion,Beacon Pharmaceuticals Ltd.,1000 mg/ml,"1 ml vial :
            
                                    ৳ 501.50",https://medex.com.bd/brands/16318/pradox-1000mg
Pralidot,IV Injection or Infusion,Globe Pharmaceuticals Ltd.,1000 mg/ml,"1 ml vial :
            
                                    ৳ 500.00",https://medex.com.bd/brands/23777/pralidot-1000mg
Pralidox,IV Injection or Infusion,Incepta Pharmaceuticals Ltd.,1000 mg/ml,"1 ml vial :
            
                                    ৳ 500.00",https://medex.com.bd/brands/23778/pralidox-1000mg
Pramax,Tablet (Enteric Coated),Concord Pharmaceuticals Ltd.,20 mg,Unit Price : ৳ 4.01,https://medex.com.bd/brands/2219/pramax-20mg
Pramax,Tablet (Enteric Coated),Concord Pharmaceuticals Ltd.,40 mg,Unit Price : ৳ 6.02,https://medex.com.bd/brands/2220/pramax-40mg
Pramin,Tablet,Incepta Pharmaceuticals Ltd.,25 mg,Unit Price : ৳ 4.00,https://medex.com.bd/brands/4455/pramin-25mg
Prandil,Tablet,UniMed UniHealth,1 mg,Unit Price : ৳ 3.00,https://medex.com.bd/brands/5549/prandil-1mg
Prapid,Tablet,Drug International Ltd.,5 mg,Unit Price : ৳ 12.05,https://medex.com.bd/brands/3260/prapid-5mg
Prapid,Tablet,Drug International Ltd.,10 mg,Unit Price : ৳ 20.10,https://medex.com.bd/brands/3261/prapid-10mg
Prasulet,Tablet,Beacon Pharmaceuticals Ltd.,5 mg,Unit Price : ৳ 12.04,https://medex.com.bd/brands/3262/prasulet-5mg
Prasulet,Tablet,Beacon Pharmaceuticals Ltd.,10 mg,Unit Price : ৳ 20.06,https://medex.com.bd/brands/3263/prasulet-10mg
Prasurel,Tablet,Incepta Pharmaceuticals Ltd.,5 mg,Unit Price : ৳ 12.00,https://medex.com.bd/brands/3264/prasurel-5mg
Prasurel,Tablet,Incepta Pharmaceuticals Ltd.,10 mg,Unit Price : ৳ 20.00,https://medex.com.bd/brands/3265/prasurel-10mg
Prasuva,Tablet,Beximco Pharmaceuticals Ltd.,5 mg,Unit Price : ৳ 12.00,https://medex.com.bd/brands/3266/prasuva-5mg
Prasuva,Tablet,Beximco Pharmaceuticals Ltd.,10 mg,Unit Price : ৳ 20.00,https://medex.com.bd/brands/3267/prasuva-10mg
Prazia,Tablet (Enteric Coated),Amico Laboratories Ltd.,20 mg,Unit Price : ৳ 5.00,https://medex.com.bd/brands/29762/prazia-20mg
Prazia,Capsule (Delayed Release),Amico Laboratories Ltd.,20 mg,Unit Price : ৳ 7.00,https://medex.com.bd/brands/29763/prazia-20mg
Prazia,Capsule (Delayed Release),Amico Laboratories Ltd.,40 mg,Unit Price : ৳ 10.00,https://medex.com.bd/brands/29764/prazia-40mg
Prazo,Capsule (Delayed Release),Pacific Pharmaceuticals Ltd.,20 mg,Unit Price : ৳ 5.00,https://medex.com.bd/brands/1929/prazo-20mg
Prazo,Tablet (Enteric Coated),Pacific Pharmaceuticals Ltd.,20 mg,Unit Price : ৳ 2.50,https://medex.com.bd/brands/28620/prazo-20mg
Prazole,Capsule (Delayed Release),Renata Limited,20 mg,Unit Price : ৳ 5.00,https://medex.com.bd/brands/1932/prazole-20mg
Prazolin,Tablet (Enteric Coated),Rephco Pharmaceuticals Ltd.,20 mg,Unit Price : ৳ 4.00,https://medex.com.bd/brands/2221/prazolin-20mg
Prazolin,Tablet (Enteric Coated),Rephco Pharmaceuticals Ltd.,40 mg,Unit Price : ৳ 6.00,https://medex.com.bd/brands/2222/prazolin-40mg
Prazolok,Tablet,Square Pharmaceuticals Ltd.,1 mg,Unit Price : ৳ 4.00,https://medex.com.bd/brands/23797/prazolok-1mg
Prazolok,Tablet,Square Pharmaceuticals Ltd.,2 mg,Unit Price : ৳ 6.00,https://medex.com.bd/brands/23798/prazolok-2mg
Prazolok ER,Tablet (Extended Release),Square Pharmaceuticals Ltd.,2.5 mg,Unit Price : ৳ 10.00,https://medex.com.bd/brands/31219/prazolok-er-25mg
Prazolok ER,Tablet (Extended Release),Square Pharmaceuticals Ltd.,5 mg,Unit Price : ৳ 15.00,https://medex.com.bd/brands/31220/prazolok-er-5mg
Prazomax,Capsule (Delayed Release),Social Marketing Company,20 mg,Unit Price : ৳ 4.00,https://medex.com.bd/brands/23098/prazomax-20mg
Prazomax,Capsule (Delayed Release),Social Marketing Company,40 mg,Unit Price : ৳ 6.00,https://medex.com.bd/brands/28109/prazomax-40mg
Prazopress,Tablet,UniMed UniHealth,1 mg,Unit Price : ৳ 4.00,https://medex.com.bd/brands/2588/prazopress-1mg
Prazopress,Tablet,UniMed UniHealth,2 mg,Unit Price : ৳ 6.00,https://medex.com.bd/brands/2589/prazopress-2mg
Prazopress ER,Tablet (Extended Release),UniMed UniHealth,2.5 mg,Unit Price : ৳ 10.00,https://medex.com.bd/brands/23799/prazopress-er-25mg
Prazopress ER,Tablet (Extended Release),UniMed UniHealth,5 mg,Unit Price : ৳ 15.00,https://medex.com.bd/brands/23800/prazopress-er-5mg
Prazover,Capsule (Delayed Release),Veritas Pharmaceuticals Ltd.,20 mg,Unit Price : ৳ 5.01,https://medex.com.bd/brands/23112/prazover-20mg
Prazover DR,Tablet (Enteric Coated),Veritas Pharmaceuticals Ltd.,20 mg,Unit Price : ৳ 4.02,https://medex.com.bd/brands/23114/prazover-dr-20mg
Prebalin,Capsule,General Pharmaceuticals Ltd.,50 mg,Unit Price : ৳ 12.03,https://medex.com.bd/brands/5021/prebalin-50mg
Prebalin,Capsule,General Pharmaceuticals Ltd.,75 mg,Unit Price : ৳ 16.11,https://medex.com.bd/brands/5022/prebalin-75mg
Prebalin,Capsule,General Pharmaceuticals Ltd.,25 mg,Unit Price : ৳ 8.00,https://medex.com.bd/brands/23820/prebalin-25mg
Prebalin,Capsule,General Pharmaceuticals Ltd.,150 mg,Unit Price : ৳ 30.20,https://medex.com.bd/brands/32077/prebalin-150mg
Prebichol,Tablet,Incepta Pharmaceuticals Ltd.,10 mg,Unit Price : ৳ 55.00,https://medex.com.bd/brands/30391/prebichol-10mg
Prebichol,Tablet,Incepta Pharmaceuticals Ltd.,5 mg,Unit Price : ৳ 30.00,https://medex.com.bd/brands/30392/prebichol-5mg
Precal,Tablet,Premier Pharmaceuticals Ltd.,500 mg,Unit Price : ৳ 2.53,https://medex.com.bd/brands/14364/precal-500mg
Precal,Tablet,Premier Pharmaceuticals Ltd.,500 mg,"30 tablet pot :
            
                                    ৳ 75.90",https://medex.com.bd/brands/27437/precal-500mg
Precal-D,Tablet,Premier Pharmaceuticals Ltd.,500 mg+200 IU,"30 tablet pot :
            
                                    ৳ 150.00",https://medex.com.bd/brands/14498/precal-d-500mg
Precal-D,Tablet,Premier Pharmaceuticals Ltd.,500 mg+200 IU,Unit Price : ৳ 5.00,https://medex.com.bd/brands/27438/precal-d-500mg
Precare,Tablet,Incepta Pharmaceuticals Ltd.,,Unit Price : ৳ 5.00,https://medex.com.bd/brands/14740/precare
Precid,Tablet,Pharmasia Limited,20 mg,Unit Price : ৳ 1.50,https://medex.com.bd/brands/31524/precid-20mg
Precinol,Tablet,Doctor’s Chemical Works Ltd.,50 mg,Unit Price : ৳ 0.73,https://medex.com.bd/brands/1095/precinol-50mg
Preclot,Tablet,Popular Pharmaceuticals Ltd.,75 mg,Unit Price : ৳ 12.00,https://medex.com.bd/brands/3246/preclot-75mg
Preclot AS,Tablet,Popular Pharmaceuticals Ltd.,75 mg+75 mg,Unit Price : ৳ 12.00,https://medex.com.bd/brands/3292/preclot-as-75mg
Precodil,Tablet,Opsonin Pharma Ltd.,5 mg,Unit Price : ৳ 1.72,https://medex.com.bd/brands/5818/precodil-5mg
Precodil,Tablet,Opsonin Pharma Ltd.,10 mg,Unit Price : ৳ 3.24,https://medex.com.bd/brands/5819/precodil-10mg
Precodil,Tablet,Opsonin Pharma Ltd.,20 mg,Unit Price : ৳ 6.27,https://medex.com.bd/brands/5820/precodil-20mg
Precodil,Oral Solution,Opsonin Pharma Ltd.,5 mg/5 ml,"50 ml bottle :
            
                                    ৳ 65.19",https://medex.com.bd/brands/5821/precodil-5mg
Precodil,Oral Solution,Opsonin Pharma Ltd.,15 mg/5 ml,"50 ml bottle :
            
                                    ৳ 80.30",https://medex.com.bd/brands/5822/precodil-15mg
Precodil,Tablet,Opsonin Pharma Ltd.,2 mg,Unit Price : ৳ 0.75,https://medex.com.bd/brands/27068/precodil-2mg
Precon,Tablet,Radiant Pharmaceuticals Ltd.,50 mg,Unit Price : ৳ 10.00,https://medex.com.bd/brands/21855/precon-50mg
Precon Plus,Tablet,Radiant Pharmaceuticals Ltd.,50 mg+12.5 mg,Unit Price : ৳ 10.50,https://medex.com.bd/brands/21892/precon-plus-50mg
Pred,Tablet,Eskayef Pharmaceuticals Ltd.,5 mg,Unit Price : ৳ 1.72,https://medex.com.bd/brands/5823/pred-5mg
Pred,Tablet,Eskayef Pharmaceuticals Ltd.,10 mg,Unit Price : ৳ 3.23,https://medex.com.bd/brands/5824/pred-10mg
Pred,Tablet,Eskayef Pharmaceuticals Ltd.,20 mg,Unit Price : ৳ 6.27,https://medex.com.bd/brands/5825/pred-20mg
Pred,Ophthalmic Suspension,Eskayef Pharmaceuticals Ltd.,1%,"5 ml drop :
            
                                    ৳ 100.00",https://medex.com.bd/brands/22270/pred-1
Predflam,Ophthalmic Suspension,General Pharmaceuticals Ltd.,1%,"5 ml drop :
            
                                    ৳ 100.00",https://medex.com.bd/brands/15917/predflam-1
Predimax,Tablet,ACME Laboratories Ltd.,5 mg,Unit Price : ৳ 1.72,https://medex.com.bd/brands/29394/predimax-5mg
Predimax,Tablet,ACME Laboratories Ltd.,10 mg,Unit Price : ৳ 3.23,https://medex.com.bd/brands/29395/predimax-10mg
Predimax,Tablet,ACME Laboratories Ltd.,20 mg,Unit Price : ৳ 6.27,https://medex.com.bd/brands/29396/predimax-20mg
Predine,Tablet,Premier Pharmaceuticals Ltd.,120 mg,Unit Price : ৳ 7.00,https://medex.com.bd/brands/20380/predine-120mg
Predixa,Tablet,UniMed UniHealth,4 mg,Unit Price : ৳ 6.00,https://medex.com.bd/brands/22260/predixa-4mg
Predixa,Tablet,UniMed UniHealth,8 mg,Unit Price : ৳ 12.00,https://medex.com.bd/brands/22261/predixa-8mg
Predixa,Tablet,UniMed UniHealth,16 mg,Unit Price : ৳ 24.00,https://medex.com.bd/brands/22262/predixa-16mg
Prednelan,Tablet,GlaxoSmithKline,5 mg,Unit Price : ৳ 1.70,https://medex.com.bd/brands/5826/prednelan-5mg
Prednelan,Tablet,GlaxoSmithKline,20 mg,Unit Price : ৳ 4.02,https://medex.com.bd/brands/5827/prednelan-20mg
Prednisolone,Tablet,Ambee Pharmaceuticals Ltd.,5 mg,Unit Price : ৳ 1.20,https://medex.com.bd/brands/28049/prednisolone-5mg
Prednol,Ophthalmic Suspension,Reman Drug Laboratories Ltd.,1%,"5 ml drop :
            
                                    ৳ 100.00",https://medex.com.bd/brands/15919/prednol-1
Prednol,Ophthalmic Suspension,Reman Drug Laboratories Ltd.,1%,"5 ml drop :
            
                                    ৳ 100.00",https://medex.com.bd/brands/22275/prednol-1
Preduet,Tablet,Silva Pharmaceuticals Ltd.,500 mg,Unit Price : ৳ 0.80,https://medex.com.bd/brands/10487/preduet-500mg
Preduet,Oral Suspension,Silva Pharmaceuticals Ltd.,120 mg/5 ml,"60 ml bottle :
            
                                    ৳ 16.34",https://medex.com.bd/brands/10488/preduet-120mg
Prefer,Tablet,Marksman Pharmaceuticals Ltd.,500 mg,Unit Price : ৳ 0.55,https://medex.com.bd/brands/23481/prefer-500mg
Prefer,Oral Suspension,Marksman Pharmaceuticals Ltd.,120 mg/5 ml,"60 ml bottle :
            
                                    ৳ 12.00",https://medex.com.bd/brands/23482/prefer-120mg
Prefid,Tablet,The White Horse Pharma,1 mg,Unit Price : ৳ 3.00,https://medex.com.bd/brands/5550/prefid-1mg
Preg-CI,Capsule (Timed Release),ACI Limited,50 mg+0.50 mg+61.80 mg,Unit Price : ৳ 4.00,https://medex.com.bd/brands/27553/preg-ci-50mg
Pregaba,Capsule,Opsonin Pharma Ltd.,50 mg,Unit Price : ৳ 15.00,https://medex.com.bd/brands/5024/pregaba-50mg
Pregaba,Capsule,Opsonin Pharma Ltd.,75 mg,Unit Price : ৳ 19.00,https://medex.com.bd/brands/5025/pregaba-75mg
Pregaba,Capsule,Opsonin Pharma Ltd.,150 mg,Unit Price : ৳ 35.00,https://medex.com.bd/brands/5026/pregaba-150mg
Pregaba,Capsule,Opsonin Pharma Ltd.,25 mg,Unit Price : ৳ 10.00,https://medex.com.bd/brands/23842/pregaba-25mg
Pregaba,Capsule,Opsonin Pharma Ltd.,100 mg,Unit Price : ৳ 22.00,https://medex.com.bd/brands/31203/pregaba-100mg
Pregaben,Capsule,Incepta Pharmaceuticals Ltd.,50 mg,Unit Price : ৳ 12.00,https://medex.com.bd/brands/5027/pregaben-50mg
Pregaben,Capsule,Incepta Pharmaceuticals Ltd.,75 mg,Unit Price : ৳ 16.00,https://medex.com.bd/brands/5028/pregaben-75mg
Pregaben,Capsule,Incepta Pharmaceuticals Ltd.,150 mg,Unit Price : ৳ 30.00,https://medex.com.bd/brands/5029/pregaben-150mg
Pregaben,Capsule,Incepta Pharmaceuticals Ltd.,25 mg,Unit Price : ৳ 8.00,https://medex.com.bd/brands/23824/pregaben-25mg
Pregabid,Capsule,Innova Pharma (Albion),25 mg,Unit Price : ৳ 9.58,https://medex.com.bd/brands/5056/pregabid-25mg
Pregabid,Capsule,Innova Pharma (Albion),50 mg,Unit Price : ৳ 15.35,https://medex.com.bd/brands/5057/pregabid-50mg
Pregabid,Capsule,Innova Pharma (Albion),75 mg,Unit Price : ৳ 18.89,https://medex.com.bd/brands/5058/pregabid-75mg
Pregacap,Capsule,Concord Pharmaceuticals Ltd.,50 mg,Unit Price : ৳ 12.00,https://medex.com.bd/brands/23814/pregacap-50mg
Pregacap,Capsule,Concord Pharmaceuticals Ltd.,75 mg,Unit Price : ৳ 16.00,https://medex.com.bd/brands/23815/pregacap-75mg
Pregadel,Capsule,Delta Pharma Ltd.,50 mg,Unit Price : ৳ 10.00,https://medex.com.bd/brands/5030/pregadel-50mg
Pregadel,Capsule,Delta Pharma Ltd.,75 mg,Unit Price : ৳ 15.00,https://medex.com.bd/brands/5031/pregadel-75mg
Pregalex,Capsule,Sharif Pharmaceuticals Ltd.,75 mg,Unit Price : ৳ 16.04,https://medex.com.bd/brands/5032/pregalex-75mg
Pregalex,Capsule,Sharif Pharmaceuticals Ltd.,50 mg,Unit Price : ৳ 11.03,https://medex.com.bd/brands/23853/pregalex-50mg
Pregan,Capsule,Navana Pharmaceuticals Ltd.,50 mg,Unit Price : ৳ 11.03,https://medex.com.bd/brands/5034/pregan-50mg
Pregan,Capsule,Navana Pharmaceuticals Ltd.,75 mg,Unit Price : ৳ 16.05,https://medex.com.bd/brands/5035/pregan-75mg
Pregaran,Capsule,Rangs Pharmaceuticals Ltd.,25 mg,Unit Price : ৳ 8.00,https://medex.com.bd/brands/27820/pregaran-25mg
Pregaran,Capsule,Rangs Pharmaceuticals Ltd.,50 mg,Unit Price : ৳ 12.00,https://medex.com.bd/brands/27821/pregaran-50mg
Pregaran,Capsule,Rangs Pharmaceuticals Ltd.,75 mg,Unit Price : ৳ 16.00,https://medex.com.bd/brands/27822/pregaran-75mg
Pregavax,Capsule,Centeon Pharma Ltd.,50 mg,Unit Price : ৳ 13.00,https://medex.com.bd/brands/23812/pregavax-50mg
Pregavax,Capsule,Centeon Pharma Ltd.,75 mg,Unit Price : ৳ 17.00,https://medex.com.bd/brands/23813/pregavax-75mg
Pregaver,Capsule,Veritas Pharmaceuticals Ltd.,25 mg,Unit Price : ৳ 10.00,https://medex.com.bd/brands/29580/pregaver-25mg
Pregaver,Capsule,Veritas Pharmaceuticals Ltd.,50 mg,Unit Price : ৳ 13.00,https://medex.com.bd/brands/29581/pregaver-50mg
Pregaver,Capsule,Veritas Pharmaceuticals Ltd.,75 mg,Unit Price : ৳ 19.00,https://medex.com.bd/brands/29582/pregaver-75mg
Pregcare,Oral Powder,Purnava Limited,(3 gm+75 mg+22.5 mg+5 mg)/5 gm,"5 gm sachet :
            
                                    ৳ 54.00",https://medex.com.bd/brands/31869/pregcare-3gm
Pregel,Tablet (Enteric Coated),Healthcare Pharmaceuticals Ltd.,20 mg,Unit Price : ৳ 5.00,https://medex.com.bd/brands/2223/pregel-20mg
Pregel,Tablet (Enteric Coated),Healthcare Pharmaceuticals Ltd.,40 mg,Unit Price : ৳ 7.00,https://medex.com.bd/brands/2224/pregel-40mg
Pregel,IV Injection,Healthcare Pharmaceuticals Ltd.,40 mg/vial,"40 mg vial :
            
                                    ৳ 90.00",https://medex.com.bd/brands/23327/pregel-40mg
Pregmin,Capsule,Rangs Pharmaceuticals Ltd.,50 mg+0.5 mg,Unit Price : ৳ 2.41,https://medex.com.bd/brands/27819/pregmin-50mg
Pregmin-Z,Capsule (Timed Release),Rangs Pharmaceuticals Ltd.,50 mg+0.50 mg+61.80 mg,Unit Price : ৳ 3.01,https://medex.com.bd/brands/13349/pregmin-z-50mg
Pregnacare,Capsule,Amico Laboratories Ltd.,,Unit Price : ৳ 3.00,https://medex.com.bd/brands/13402/pregnacare
Pregneed,Capsule,Chemist Laboratories  Ltd.,,Unit Price : ৳ 3.00,https://medex.com.bd/brands/13265/pregneed
Pregnid,Capsule,Navana Pharmaceuticals Ltd.,,Unit Price : ৳ 3.61,https://medex.com.bd/brands/13266/pregnid
Pregnyl,IM Injection,Healthcare Pharmaceuticals Ltd.,5000 IU/vial,"5000 IU vial :
            
                                    ৳ 2,750.00",https://medex.com.bd/brands/28959/pregnyl-5000iu
Pregtal,Capsule (Timed Release),Prime Pharmaceuticals Ltd.,150 mg+0.5 mg+61.8 mg,Unit Price : ৳ 3.00,https://medex.com.bd/brands/20317/pregtal-150mg
Prelab,Tablet,ACI Limited,5 mg,Unit Price : ৳ 8.02,https://medex.com.bd/brands/25927/prelab-5mg
Prelica,Capsule,Radiant Pharmaceuticals Ltd.,50 mg,Unit Price : ৳ 14.54,https://medex.com.bd/brands/5036/prelica-50mg
Prelica,Capsule,Radiant Pharmaceuticals Ltd.,75 mg,Unit Price : ৳ 19.06,https://medex.com.bd/brands/5037/prelica-75mg
Prelica,Capsule,Radiant Pharmaceuticals Ltd.,25 mg,Unit Price : ৳ 10.03,https://medex.com.bd/brands/23849/prelica-25mg
Prelin,Capsule,Drug International Ltd.,50 mg,Unit Price : ৳ 12.00,https://medex.com.bd/brands/5039/prelin-50mg
Prelin,Capsule,Drug International Ltd.,75 mg,Unit Price : ৳ 16.05,https://medex.com.bd/brands/5040/prelin-75mg
Prelin,Capsule,Drug International Ltd.,150 mg,Unit Price : ৳ 30.10,https://medex.com.bd/brands/5041/prelin-150mg
Prelin,Capsule,Drug International Ltd.,25 mg,Unit Price : ৳ 8.05,https://medex.com.bd/brands/23817/prelin-25mg
Prelizer,Tablet,Radiant Pharmaceuticals Ltd.,2.5 mg,Unit Price : ৳ 6.00,https://medex.com.bd/brands/29355/prelizer-25mg
Prelizer,Tablet,Radiant Pharmaceuticals Ltd.,5 mg,Unit Price : ৳ 10.00,https://medex.com.bd/brands/29356/prelizer-5mg
Preloc,Tablet,Opsonin Pharma Ltd.,50 mg,Unit Price : ৳ 2.00,https://medex.com.bd/brands/2576/preloc-50mg
Prelora,Tablet,Premier Pharmaceuticals Ltd.,5 mg,Unit Price : ৳ 2.50,https://medex.com.bd/brands/19719/prelora-5mg
Premelos,Capsule,Incepta Pharmaceuticals Ltd.,60 mg,Unit Price : ৳ 7.00,https://medex.com.bd/brands/27650/premelos-60mg
Premelos,Capsule,Incepta Pharmaceuticals Ltd.,120 mg,Unit Price : ৳ 11.00,https://medex.com.bd/brands/27651/premelos-120mg
Premesis,Tablet,Globe Pharmaceuticals Ltd.,4 mg,Unit Price : ৳ 4.50,https://medex.com.bd/brands/4757/premesis-4mg
Premesis,Tablet,Globe Pharmaceuticals Ltd.,8 mg,Unit Price : ৳ 10.00,https://medex.com.bd/brands/4758/premesis-8mg
